Identifier,Fish ID,Feed,Position,Replicates,Fish_Type,Lipid_%,C4:0,C6:0,C8:0,C10:0,C11:0,C12:0,C14:0,C14:1,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1n9c,C18:1n9t,C18:2n6t,C18:2n6c,C18:3n6c,C18:3n3c,C20:0,C20:1n9,C20:2,C20:3n6,C20:4n6,C21:0,C20:3n3,C20:5n3,C22:0,C22:1n9,C22:2,C23:0,DPA,C22:6n3,C24:0,C24:1n9
S01_NQC1_R1,S01,A,NQC1,R1,Small,5.94,0,0,0,0,0,0,2.005260623,0,0,0.194800473,9.857811138,2.186168306,0.248724129,0.276560878,2.533455935,37.87903406,2.333623016,0,12.607398,0.142344771,5.479348548,0.286836671,3.240452523,1.280057602,0.262865596,0.39730347,0.581950868,0.815275729,3.568902105,0.117356741,1.535164156,0.275871927,0.236256636,1.659362205,6.979923684,0,0.338544114
S01_NQC1_R2,S01,A,NQC1,R2,Small,6.71,0,0.073811069,0,0,0,0.054366601,1.935274365,0.047522191,0.08378688,0.237484764,10.09057456,2.14684635,0.246651869,0.282723629,2.809222256,37.22865814,2.252561344,0.089444449,12.40283659,0.129055132,5.351688321,0.289209208,3.299569832,1.243953024,0.242619873,0.432128094,0.564103734,0.824940999,3.452910475,0.117339557,1.563852142,0.269512378,0.249140862,1.691384456,7.080690221,0,0.340165293
S01_NQC1_R3,S01,A,NQC1,R3,Small,7.1,0.086041109,0.078661446,0,0.058138044,0.056528581,0.054789745,2.155472836,0.054743118,0.072525212,0.219424559,10.67473946,2.443044943,0.275235598,0.311136517,2.779746571,34.23913785,1.899744947,0.100533165,13.68961134,0.124801898,5.887113499,0.330837042,3.493241583,1.233998104,0.21955141,0.417338363,0.597343223,0.832064623,3.600726929,0.120103035,1.731371816,0.279007435,0.251593021,1.447952513,7.120481714,0.043447553,0.28075383
S01_NQC2_R1,S01,A,NQC2,R1,Small,8.01,0,0.099455835,0,0,0,0.059565262,2.01237889,0.051170162,0.111032001,0.246857821,9.904151287,2.214836989,0.250841156,0.289902931,2.712240662,38.06480878,2.316874176,0.090586177,12.76625828,0.130362,5.455007463,0.287872592,3.304068683,1.197423123,0.251362261,0.374371861,0.570857438,0.839766689,3.335870596,0.115647479,1.549506562,0.274055023,0.228214382,1.699120236,6.325069295,0,0.310167333
S01_NQC2_R2,S01,A,NQC2,R2,Small,5.15,0.225343929,0.147938909,0.090662809,0.099469205,0.091646602,0.227424897,1.925668757,0,0,0.266315802,10.58083591,2.099359809,0.24808851,0.296793612,2.583133982,35.25695186,2.373906496,0.081695338,11.63722242,0.112884907,5.052158815,0.320622053,3.070145373,1.193533751,0.25725775,0.558607762,0.566400806,0.842512175,4.116809668,0.111310081,1.540636997,0.255453828,0.290193037,1.493646458,8.50833638,0,0.453541423
S01_NQC2_R3,S01,A,NQC2,R3,Small,14.21,0.193915408,0.057828393,0,0,0,0.050292737,2.249343399,0.053147573,0.06925477,0.21001244,10.43287081,2.524181847,0.286607009,0.303638477,0.658576425,35.89889167,1.925929929,0.096710403,14.37614573,0.137220989,6.098276323,0.331138891,3.991126176,1.341927778,0.236028572,0.346837163,0.642352425,0.898922213,3.462151908,0.130016951,1.805580932,0.303509404,0.235328322,1.663046833,5.830325036,0.0395068,0.343876784
S01_F2_R1,S01,A,F2,R1,Small,14.5,0.061317952,0,0,0,0,0.040107703,2.288990528,0.084937393,0.194205952,0.081081592,10.76099601,2.480626853,0.222030804,0.15758043,3.302874787,34.89591703,2.066990991,0.112730512,14.13003886,0.220709617,5.967387363,0.291829703,3.741645036,1.257228813,0.235862694,0.347065273,0.616749803,0.872393557,3.490038594,0.115022301,1.606733176,0.103457742,0.210511953,1.644153327,5.800785261,0,0.296090191
S01_F2_R2,S01,A,F2,R2,Small,10.58,0,0.058638395,0,0,0,0.052710867,2.091222868,0.046305539,0.074146521,0.225095874,9.881304376,2.265517893,0.265983032,0.298301141,2.77222303,37.55344454,2.168497762,0.082737164,13.21190992,0.130399211,5.720449545,0.287365094,3.323724509,1.237666148,0.243802069,0.364723556,0.56941891,0.866415209,3.377364448,0.121259635,1.540712808,0.273842541,0.218148693,1.673720593,5.835941871,0.034649953,0.312074117
S01_F2_R3,S01,A,F2,R3,Small,13.2,0.0640882,0,0,0,0.040713298,0.045043749,2.301933153,0.090078334,0.193298951,0.088431393,10.26034927,2.547778851,0.227079241,0.136408451,3.388954838,34.29235645,1.969550013,0.121153289,14.65124294,0.225203856,6.156818494,0.28728652,3.859758311,1.290813891,0.245671478,0.331590095,0.629426275,0.900110227,3.506089873,0.117771957,1.679061419,0.110855558,0.209296603,1.671001209,5.563417803,0,0.26236128
S01_H_R1,S01,A,H,R1,Small,4.85,0,0,0,0,0,0,1.699829636,0,0.175144803,0.293750063,10.54673617,1.905870474,0.166281071,0,2.734489944,35.13977309,2.330213848,0.116890411,11.45058306,0.1811374,5.058946798,0.25238607,3.076998338,1.146351384,0.267517439,0.612611183,0.550355937,0.873844102,4.715648418,0.099057295,1.406918302,0.100935893,0.294843181,1.938499252,10.66604926,0,0.347811753
S01_H_R2,S01,A,H,R2,Small,5.85,0,0,0,0,0,0,1.911160532,0.074972966,0.172528105,0.15080784,9.905972554,2.165342538,0.187136014,0.134959934,2.724621008,37.30464731,2.193370335,0.111470574,12.66203344,0.193948899,5.368399838,0.264835055,3.589435398,1.223252958,0.23673223,0.442068908,0.601376822,0.847613234,3.783530355,0.113272636,1.545000705,0.110413999,0.265923766,1.733664263,7.533500309,0,0.293955647
S01_H_R3,S01,A,H,R3,Small,6.41,0,0,0,0,0,0,2.024668535,0.081760974,0.178396297,0.117743702,10.00517837,2.272339679,0.201689122,0.147299252,2.595426528,37.43313874,2.126030228,0.106652463,13.23570715,0.199541353,5.595738479,0.277646878,3.616828808,1.239568496,0.248496523,0.416051244,0.594537819,0.850761737,3.560446431,0.109664883,1.559269945,0.100322764,0.214035382,1.644188812,6.650694416,0,0.28650407
S01_T_R1,S01,A,T,R1,Small,3.11,0,0,0,0,0,0,1.558468321,0,0.21116885,0.364366986,12.80410765,1.611007693,0,0.338443785,3.57455676,29.2720735,2.358583047,0,9.327730363,0.176946944,4.270681957,0.222554492,2.732857339,0.981353,0.26339838,0.862528403,0.519300632,0.807213779,5.312621075,0,1.189366428,0,0.53023243,2.155580675,16.67532427,0,0.357837006
S01_T_R2,S01,A,T,R2,Small,3.49,0,0,0,0,0,0,1.709600821,0,0.185401612,0.19122196,10.74894082,1.936409951,0.178816162,0.215698635,2.880173704,35.19953607,2.280709231,0,11.47798943,0.18180544,4.869078082,0.2625332,3.007945792,1.08254931,0.230302262,0.619583747,0.509287041,0.755403866,4.178938727,0.124384892,1.431003314,0,0.293939422,1.841494012,11.02246942,0,0.41442687
S01_T_R3,S01,A,T,R3,Small,3.18,0,0,0,0,0,0,1.70699647,0,0.190841888,0.225713686,11.61318109,1.839802973,0.157842942,0.328751639,3.130169993,33.33351293,2.466171022,0,10.54006801,0.184927825,4.547365923,0.254742441,3.015562825,1.09322505,0.241481371,0.686224845,0.525281548,0.814106332,4.53823617,0.116913782,1.373967232,0.291106136,0.358247795,1.903989814,12.41948329,0,0.381788689
S02_NQC1_R1,S02,A,NQC1,R1,Small,10.3,0,0,0,0.047768966,0,0,2.017522796,0.081342455,0.175799199,0.113334038,10.19632904,2.338696657,0.202849367,0.141458277,3.081661465,35.75365187,2.094734528,0.103529012,13.26099889,0.20616114,5.475396005,0.283636037,3.796777835,1.200320618,0.223778311,0.419638864,0.564242555,0.808315688,3.629387123,0.121103664,1.794130383,0.101246285,0.258402538,1.589908263,7.153104367,0,0.319695773
S02_NQC1_R2,S02,A,NQC1,R2,Small,9.61,0,0,0,0,0,0,1.843484987,0.090331641,0.177442138,0.147836289,10.08921215,2.11572172,0.175224958,0.132199954,2.583524554,37.40482518,2.323807629,0.119709715,12.04431093,0.184645217,5.088987789,0.264694095,3.481691043,1.116238141,0.223313687,0.492722257,0.535349606,0.776331873,3.833826955,0.110709234,1.639293933,0.187321034,0.303278749,1.632188069,8.348866562,0,0.293561421
S02_NQC1_R3,S02,A,NQC1,R3,Small,4.96,0.231016104,0.125231732,0.099681203,0,0.100787441,0,1.907329739,0,0.075670903,0.236001768,10.33586924,2.04219684,0.240442775,0.271418755,2.886904153,35.60745923,2.30515402,0.090055065,11.56200102,0.12864239,4.983355298,0.408213722,3.088696581,1.10511112,0.220879119,0.597277126,0.526515443,0.784229184,3.807478198,0.144620546,1.571185648,0.288262537,0.427004553,1.513175367,8.475305461,0,0.370341284
S02_NQC2_R1,S02,A,NQC2,R1,Small,11.97,0.102284357,0.04670907,0.047926187,0,0.039022124,0.043817062,2.2371183,0.057430426,0.062241877,0.217750681,10.09825302,2.508901754,0.283357571,0.339113124,0.914151466,37.01828801,1.961731799,0.091599243,14.39873057,0.135204772,6.049954299,0.323149974,3.725588398,1.167195478,0.224808981,0.326244563,0.547729451,0.824576572,3.374323522,0.129764432,1.80559172,0.279740378,0.240276874,1.510017396,5.810302469,0.048868654,0.329533091
S02_NQC2_R2,S02,A,NQC2,R2,Small,16.4,0.060844542,0,0,0,0.036255852,0,2.178817751,0.047951412,0.19806679,0.065240702,0.329274045,0.193287301,1.813150468,0.083373247,5.773057412,0.742860087,0.270917293,0.335472988,3.674321962,1.200361761,0.324060433,3.17930656,0.125228372,0.273993019,0.236404747,1.479165614,5.092303163,0.001707595,0.334477007,0.105469583,1.467543941,0.227366626,0.195291586,1.227307844,4.722481881,0.039719332,0.267837012
S02_NQC2_R3,S02,A,NQC2,R3,Small,19.24,0.123451346,0.043077977,0,0,0,0.056343547,2.715384087,0.058398904,0.078107749,0.24097259,11.8726781,3.032693116,0.343173655,0.383431156,0.745207852,27.47570522,1.591975025,0.119205402,16.99269281,0.158771921,7.167519446,0.391109309,4.560024395,1.483955403,0.269907311,0.358131227,0.687331305,0.995250783,3.865738502,0.150296092,2.169140375,0.344612858,0.247820711,1.809745473,5.827843097,0.049516736,0.369202379
S02_F2_R1,S02,A,F2,R1,Small,15.1,0.088499761,0.036345852,0.031575071,0,0.032642188,0.056179176,2.455744443,0.053495856,0.067648317,0.205133718,11.04729038,2.741089955,0.312526209,0.344902,0.991399589,31.5122251,1.529417903,0.101358817,15.65086566,0.145984238,6.516437771,0.382578448,4.285763124,1.356207095,0.243924246,0.367124752,0.62937273,0.923057174,3.71144534,0.149322997,2.083308372,0.31369364,0.266848841,1.700145255,6.2756027,0.053762032,0.358367976
S02_F2_R2,S02,A,F2,R2,Small,15.1,0.240470195,0.055683395,0,0,0,0.054054185,2.328066367,0.051881214,0.072538699,0.226025085,10.38687931,2.590272988,0.295364192,0.311696497,0.682503226,35.5649662,1.871060351,0.104534394,14.79610621,0.139753685,6.197564334,0.32586501,3.916257256,1.242063234,0.239748415,0.335095919,0.587737364,0.892299218,3.554255445,0.129751146,1.880322981,0.295931315,0.227327225,1.687089015,5.628031345,0.038846604,0.324049707
S02_F2_R3,S02,A,F2,R3,Small,12.2,0.235362611,0.069027124,0,0,0,0.073152587,3.236732085,0.071752332,0.104771237,0.311715963,14.38479505,3.614799311,0.413478834,0.436502606,1.082240296,10.84228271,2.399178175,0.137715135,20.57945197,0.132938392,8.607837144,0.466266381,5.508684277,1.759308673,0.338678586,0.446336149,0.818596535,1.216392551,4.857654835,0.188169792,2.664359781,0.429939525,0.329837929,2.327769585,7.563701137,0.068243766,0.462550402
S02_H_R1,S02,A,H,R1,Small,7.85,0,0,0,0,0.038364437,0,2.071560983,0.082213594,0.184160985,0.135989375,10.74413511,2.426409124,0.208013008,0.11859228,4.146752439,32.64307609,1.944383092,0.122108093,13.94576127,0.206300788,6.003362437,0.296084184,3.735472611,1.215525474,0.206288805,0.450748346,0.600412,0.808595861,3.725869734,0.120184399,1.671048892,0.096246358,0.225887252,1.567857629,7.550047746,0,0.327907042
S02_H_R2,S02,A,H,R2,Small,6.86,0,0,0,0,0,0,1.921848679,0.07833299,0.174542086,0.142374504,10.11569484,2.260866327,0.196426513,0.197066267,2.751298075,37.15322574,2.212157281,0.084256064,13.0743801,0.186446641,5.685858333,0.268344294,3.41325862,1.093697889,0.19109085,0.433418705,0.555391514,0.749341727,3.524735733,0.108390734,1.526080068,0.10559534,0.241667139,1.543845702,7.505703148,0,0.274207717
S02_H_R3,S02,A,H,R3,Small,7.75,0,0,0,0,0.047620946,0,1.95957263,0.073702657,0.082750609,0.17928111,10.13262002,2.317859847,0.199819636,0.200750183,3.178153483,35.29457749,2.063234228,0.097492775,13.53611133,0.203451082,5.81542014,0.273723428,3.574949884,1.139949378,0.203626888,0.435644229,0.578250196,0.775064081,3.616185403,0.115426097,1.63272959,0.208692781,0.266527159,1.571842516,7.488391808,0,0.274153356
S02_T_R1,S02,A,T,R1,Small,3.69,0,0,0,0,0,0,2.015962043,0.102965616,0.192731946,0.161635323,11.15635709,2.171506971,0.203349885,0.146672151,2.753111798,33.92200942,2.449709962,0.118821959,12.06657843,0.196866066,5.272324228,0.209515345,2.534476341,0.996251892,0.227867482,0.586837761,0.48109015,0.766397842,4.446874051,0.092166053,1.165959057,0.180759939,0.312303558,1.790459284,10.45554344,0,0.390583827
S02_T_R2,S02,A,T,R2,Small,2.77,0,0,0,0,0,0,1.516602205,0,0.321381653,0,13.43890232,1.486340369,0.365468972,0,3.91854045,28.07453913,2.367260851,0,8.793396948,0,3.957084717,0.277269042,2.490863007,0.988989021,0.315824687,0.938819911,0.456377578,0.770182599,5.890878015,0,1.156678072,0.272684141,0.494780577,2.241208163,18.22193062,0,0.450830926
S02_T_R3,S02,A,T,R3,Small,2.88,0,0,0,0,0,0,1.523764352,0,0,0.279067034,12.97185175,1.581325892,0,0.37259734,3.742965578,28.89179777,2.404004185,0,9.26173034,0,4.100484574,0.267252298,2.457486306,1.001555617,0.267357343,0.868012252,0.448998932,0.776209102,5.681287048,0,1.15920831,0.298612259,0.483612951,2.269865364,17.05392128,0,0.488987381
S03_NQC1_R1,S03,A,NQC1,R1,Small,4.81,0,0.155427791,0,0,0,0,1.859728566,0,0.10815582,0.199631656,10.11389276,2.104538952,0.23844606,0.272666496,3.005681293,36.50131378,2.253985592,0.089033507,12.12608326,0.13155034,5.508770184,0.292020301,3.058876869,1.180514918,0.22672738,0.460728027,0.542989958,0.726560453,3.550127809,0.111561338,1.498655624,0.302337019,0.249336968,1.572857983,8.220418558,0,0.32213962
S03_NQC1_R2,S03,A,NQC1,R2,Small,5.82,0,0.125128523,0,0,0,0.064728206,1.935197982,0,0.111810668,0.206191992,10.15620124,2.173602049,0.247110809,0.269997625,2.750283632,37.21540762,2.371795356,0.091690173,12.39126791,0.132345325,5.409408352,0.278960972,3.126826626,1.141788689,0.212983224,0.439184398,0.526502688,0.733504088,3.481817088,0.11268468,1.536384545,0.300635299,0.254313456,1.559000101,7.709071735,0,0.32908587
S03_NQC1_R3,S03,A,NQC1,R3,Small,5.81,0.206980415,0.126571904,0.088281666,0,0.079192906,0,1.921430406,0,0,0.198328661,10.43536301,2.151792754,0.24368397,0.292901123,2.595367991,36.7117527,2.429501219,0.08658766,12.22889123,0.131748473,5.37238977,0.307755986,3.077349418,1.091211377,0.20159892,0.495010084,0.531956927,0.728238951,3.586865011,0.101876108,1.494567025,0.259732172,0.289542437,1.414019233,8.247448817,0,0.335073556
S03_NQC2_R1,S03,A,NQC2,R1,Small,7.73,0,0.112396685,0,0,0,0.058408306,1.945788695,0,0.092129366,0.194965863,9.986066902,2.218862012,0.24917785,0.273390389,2.846344277,37.23615492,2.25313402,0.091142256,12.53557083,0.127666534,5.53247198,0.288655481,3.250577792,1.207241156,0.209050902,0.429790477,0.557325894,0.780230218,3.442523839,0.116734945,1.587507494,0.286702986,0.240089218,1.557074915,7.144010293,0,0.345802362
S03_NQC2_R2,S03,A,NQC2,R2,Small,7.28,0.121824389,0.070752146,0.074131533,0,0,0.212218895,1.967300607,0.050636352,0.090123099,0.194911081,9.930304416,2.277338713,0.256659305,0.278879453,2.033251048,38.01144021,1.937292785,0.089305089,13.0419212,0.077457521,5.76280085,0.285364684,3.238959986,1.188138416,0.211645769,0.42227988,0.553666062,0.74834097,3.460937563,0.117869945,1.570427798,0.092164883,0.243583504,1.510981217,7.23214613,0.040798701,0.297056615
S03_NQC2_R3,S03,A,NQC2,R3,Small,8.34,0.171199023,0.104651265,0,0,0,0.057952296,2.006074443,0.05372471,0.093535564,0.186513006,9.931610762,2.30499621,0.255745333,0.27919128,1.55895303,38.13294053,2.294810985,0.087557672,13.04457186,0.125680566,5.744008513,0.296334281,3.308633303,1.153032698,0.209762686,0.400975614,0.561467938,0.78135389,3.308571077,0.120224315,1.624453465,0.200465355,0.232838271,1.496990717,6.74232056,0.043920271,0.308450696
S03_F2_R1,S03,A,F2,R1,Small,15.13,0.07765425,0.060931759,0,0,0,0.049218013,2.226789162,0.05628956,0.071770142,0.211907519,10.28401771,2.55974628,0.290873189,0.309136251,1.291388586,35.65702721,1.874043081,0.104226461,14.65156298,0.135660749,6.275339976,0.324853889,3.890414437,1.250917751,0.220367442,0.34458779,0.598559528,0.84768907,3.338296276,0.132414708,1.835720812,0.298670351,0.225547218,1.648937271,5.774588173,0.046450326,0.324841438
S03_F2_R2,S03,A,F2,R2,Small,14.76,0.15582423,0.059502411,0,0,0,0.05198008,2.275192285,0.056173445,0.077857098,0.211840405,10.55950044,2.619073093,0.298529158,0.317778615,0.702948914,35.05547189,1.518725168,0.105045457,14.89447735,0.140655247,6.409338734,0.317573403,3.964930176,1.267004185,0.223957995,0.348735647,0.608110259,0.850434044,3.451570555,0.126385825,1.885467166,0.310591998,0.225067387,1.659086183,6.117243732,0.044334467,0.319841557
S03_F2_R3,S03,A,F2,R3,Small,13.39,0,0.059651762,0,0,0,0.045982227,2.142591369,0.051134551,0.07413733,0.207507186,9.845851919,2.452889481,0.280632204,0.298997815,2.751036674,36.93093141,1.960393406,0.101800552,13.92655559,0.084117,6.055855975,0.296499693,3.447390848,1.193569994,0.202749296,0.327032204,0.570013714,0.815771953,3.232241581,0.12087792,1.713074196,0.289175881,0.211664718,1.53072088,5.7121079,0.043057326,0.298967792
S03_H_R1,S03,A,H,R1,Small,7.55,0,0,0,0,0,0.042603331,2.1441103,0.053572209,0.180700646,0.088551462,10.23817963,2.405557351,0.205699569,0.192584293,2.999052893,36.54754609,1.904125012,0.070188019,13.79026944,0.210786989,5.66155867,0.298960372,3.700552616,1.149920338,0.219269756,0.352040671,0.543130256,0.814459023,3.470646805,0.133219857,1.76144567,0.290395863,0.219147939,1.561999336,6.021364724,0.040830306,0.305268422
S03_H_R2,S03,A,H,R2,Small,13.11,0.028683802,0,0,0,0,0.047321439,2.712182428,0.06728122,0.214961621,0.064353165,12.50378588,3.084978911,0.262312283,0.33028197,2.750049871,23.40666455,1.636765164,0.142748461,17.37976802,0.261726113,7.196907319,0.389333007,4.900706013,1.540868885,0.276142163,0.384256304,0.718015083,1.04360959,4.200111948,0.171955861,2.387328814,0.260706129,0.256906137,1.689480594,6.251599187,0.039181153,0.404305813
S03_H_R3,S03,A,H,R3,Small,8.84,0,0,0,0,0,0.039451705,2.285064081,0.059678352,0.186801425,0.085255832,10.70823747,2.631232081,0.217386407,0.368493287,8.43894776,26.48047174,1.646767768,0.133617242,15.11333659,0.229765583,6.168289709,0.321094654,4.127225675,1.281022772,0.244926157,0.36708259,0.603901932,0.904849639,3.797953317,0.143739322,2.02315663,0.338433382,0.253548663,1.63951874,6.186912516,0.047312536,0.342711901
S03_T_R1,S03,A,T,R1,Small,2.87,0,0,0,0,0,0,1.518720389,0,0.196808423,0.422673103,14.44638418,1.433246135,0,0.370453404,4.52560956,24.43504523,2.24680461,0,8.026742313,0.504082224,3.699743304,0.249379177,2.085304484,0.850445871,0.234407355,1.082854614,0.444198904,0.719705612,5.687199952,0,0.929590405,0.200176026,0.523479261,1.980976533,21.20602465,0,0.43262722
S03_T_R2,S03,A,T,R2,Small,3.01,0,0,0,0,0,0,1.219955548,0,0,0.432620616,14.11000789,1.263010512,0,0.305398536,4.155610595,23.38395994,2.31198729,0,7.873226184,0,3.976689641,0,2.039560627,0.849310353,0.297902076,1.145186812,0.562317394,0.809547732,6.164165368,0.062877974,1.035184831,0.406997389,0.782285297,2.182693999,23.1240043,0,0.517557562
S03_T_R3,S03,A,T,R3,Small,3.25,0,0,0,0,0,0,1.44622601,0,0.196015346,0.375217978,12.70666826,1.603575133,0,0.306494488,3.672162241,27.70387951,2.384977449,0,9.423755392,0.180304336,4.294870345,0.241540353,2.353310287,0.933581959,0.268135331,0.926783428,0.489408706,0.739048188,5.423551993,0,1.100291827,0.274754438,0.46187953,1.997560189,18.33645897,0,0.524252205
S04_NQC1_R1,S04,A,NQC1,R1,Big,11.58,0.176476568,0,0,0,0,0.04356006,2.176236555,0.049897412,0.075950019,0.225277478,10.32750108,2.53146804,0.291077112,0.31355049,0.775098517,36.49551782,1.800182336,0.090005111,14.80720724,0.133697787,6.248773508,0.311733796,3.731810371,1.209926269,0.19626934,0.343447252,0.572152409,0.808332258,3.393973503,0.121365258,1.742934054,0.303157419,0.231389099,1.599557707,5.775460392,0.038771891,0.335849305
S04_NQC1_R2,S04,A,NQC1,R2,Big,13.11,0.167887676,0,0,0,0,0.044620498,2.241600855,0.052248545,0.067897297,0.217168996,10.27059375,2.602948218,0.299675796,0.3175876,3.64031209,33.16214343,1.638151641,0.094396157,15.12636055,0.134601449,6.410922849,0.32177108,3.832384265,1.25635302,0.204576647,0.333830353,0.598110275,0.835781715,3.39686834,0.124815571,1.78739337,0.316393279,0.226747408,1.620669763,5.500572734,0,0.325062757
S04_NQC1_R3,S04,A,NQC1,R3,Big,12.28,0.174142107,0,0,0,0,0.044697059,2.187120769,0.051721855,0.076996026,0.207941992,10.22744679,2.524966629,0.287909572,0.311372135,0.759635683,37.05793962,1.86056161,0.092074012,14.7044017,0.135664014,6.16362513,0.311185603,3.791119226,1.222534482,0.204362901,0.332433426,0.5735498,0.800997256,3.319157626,0.128927283,1.805623192,0.346645797,0.232365416,1.578464736,5.5535445,0.038859551,0.303637127
S04_NQC2_R1,S04,A,NQC2,R1,Big,13.99,0.158686849,0,0,0,0,0.044092779,2.298838526,0.050839345,0.077158636,0.224465982,10.54098321,2.642446381,0.30450477,0.323199416,0.542644683,34.86239271,1.771257445,0.096779435,15.45040141,0.140400236,6.530672948,0.339042709,4.001096733,1.2749997,0.202915086,0.337332451,0.610612238,0.827165046,3.406502439,0.134019256,1.909461647,0.318139006,0.234313602,1.612696129,5.497597667,0,0.356266605
S04_NQC2_R2,S04,A,NQC2,R2,Big,15.54,0,0,0,0,0,0.045337408,2.528638854,0.058814119,0.07420697,0.234801396,11.60576525,2.890013007,0.329911007,0.366564538,1.166064488,29.60127159,1.568546559,0.100176078,16.68817231,0.150600042,6.98959267,0.352284638,4.292195315,1.357748115,0.214267669,0.375921416,0.64960431,0.882524671,3.723447205,0.144926419,2.05167663,0.343069138,0.251712415,1.732128701,5.94636657,0.028202009,0.379487884
S04_NQC2_R3,S04,A,NQC2,R3,Big,15.36,0.109222443,0,0,0,0,0.044433641,2.403625254,0.05400872,0.079416649,0.21896243,10.72054893,2.723583981,0.31921972,0.334562773,0.514167969,34.38778752,1.736872022,0.100243546,15.57202781,0.144089563,6.648359529,0.335234095,3.905068989,1.281106523,0.205504147,0.336959946,0.624228861,0.842731771,3.491014897,0.124999786,1.820161766,0.320806694,0.229527833,1.606879837,5.523256105,0,0.331653788
S04_F2_R1,S04,A,F2,R1,Big,13.56,0.092130642,0.060170693,0,0,0,0.04810461,2.175135926,0.051650208,0.083697584,0.216543854,10.19101535,2.473938468,0.283813121,0.307449045,1.327110444,37.34061465,1.985630585,0.08767477,14.36740031,0.13141094,6.119926519,0.294430029,3.391215242,1.15347847,0.200916917,0.343421428,0.558738635,0.793138769,3.400441813,0.112723282,1.678481764,0.325095837,0.227182663,1.527314052,5.708622367,0.029389014,0.32792665
S04_F2_R2,S04,A,F2,R2,Big,13.42,0.117293141,0.075278945,0,0,0,0.052049115,2.117091236,0.053743344,0.084587922,0.210941221,9.815031029,2.402215538,0.275150888,0.297611688,2.653866769,37.63390572,1.796626134,0.078840512,13.88462194,0.080986577,5.938245668,0.284420008,3.231503023,1.119304861,0.215618192,0.353499674,0.531761366,0.777650802,3.368213895,0.10898887,1.611506871,0.38605438,0.229715494,1.540557146,5.753137523,0.037776256,0.29093077
S04_F2_R3,S04,A,F2,R3,Big,13.13,0.167018058,0.063944211,0,0,0,0.049022089,2.096676916,0.053191373,0.08440019,0.194141284,9.854454975,2.368595023,0.272768755,0.296568827,1.672232949,39.0460459,2.035713899,0.080826285,13.73411694,0.075251997,5.830382963,0.284652916,3.244045451,1.106760964,0.188247304,0.342546761,0.526512575,0.763770263,3.339150678,0.112190392,1.625089175,0.192497623,0.222658652,1.511433549,5.767000842,0,0.293513023
S04_H_R1,S04,A,H,R1,Big,6.69,0,0,0,0,0,0,1.739038302,0,0.174396516,0.216512004,10.71349635,2.005239598,0.176333517,0.206346092,2.772437185,36.10964061,2.253349748,0,11.97077401,0.218510358,5.069226407,0.242764315,2.906205314,0.974075778,0.188656219,0.537113133,0.501742387,0.738415706,4.183033883,0.118999021,1.494831667,0.313600642,0.348915286,1.741176032,9.762939161,0,0.253750695
S04_H_R2,S04,A,H,R2,Big,8.29,0,0,0,0,0.045437233,0.042511347,2.16606459,0.071276811,0.18115554,0.097497816,10.53629524,2.492377,0.211980416,0.166065518,3.756353338,33.72804772,1.94752454,0.079109103,14.399576,0.203972207,6.030173261,0.276700062,3.632358682,1.16175772,0.184700717,0.365434184,0.582664741,0.790051058,3.643126665,0.119385133,1.676745017,0.31103955,0.241754674,1.596199262,6.599291277,0,0.285349753
S04_H_R3,S04,A,H,R3,Big,6.1,0,0,0,0,0,0,1.792867835,0,0.165986331,0.172349249,10.06784506,2.091882273,0.174714457,0.189245462,2.68408947,37.28160976,2.217586286,0,12.64043431,0.173304745,5.234114569,0.251550979,3.093933232,1.025416577,0.187751779,0.470305494,0.482947319,0.742039635,3.899095248,0.109491055,1.56789197,0.264790454,0.258380145,1.664590577,8.530357044,0,0.326887794
S04_T_R1,S04,A,T,R1,Big,2.33,0,0,0,0,0,0,1.782283873,0,0,0.440508587,15.1547716,1.686098716,0,0.373945867,4.297472822,24.03455915,2.215612597,0,7.820580388,0,3.666156935,0,2.213443355,0.800249719,0,1.010228669,0.447918672,0.705773533,5.522566934,0,1.274638083,0.307236854,0.615330109,2.197026514,21.82107761,0,0.412539992
S04_T_R2,S04,A,T,R2,Big,3.13,0,0,0,0,0,0,1.413090514,0,0,0.406734175,13.42917246,1.512452435,0,0.35080969,3.775520839,27.94892331,2.3162581,0,8.940332337,0,4.180580098,0.207793886,2.231071055,0.900850037,0.215262041,0.923965112,0.433519592,0.710625062,5.513789462,0,1.032170731,0.237931126,0.465279406,2.091475292,18.97444567,0,0.464837973
S04_T_R3,S04,A,T,R3,Big,3.2,0.300794782,0,0,0,0.26463461,0,1.218875232,0,0,0.487649085,14.43307586,1.246305256,0,0.385438768,4.356434675,23.02031447,2.146171477,0,7.369414453,0,3.639895789,0,1.800074637,0.773335993,0.239977621,1.106031061,0.396658757,0.698656015,6.144255025,0,0.826554862,0.282375041,0.579545959,2.351058214,23.94306313,0,0.524775713
S05_NQC1_R1,S05,A,NQC1,R1,Big,7.98,0,0,0,0,0,0.047432214,1.975387511,0.054670691,0.080831324,0.19108565,9.799003515,2.238276042,0.254850809,0.280459912,2.520597652,38.30774218,2.203385873,0.082727186,12.95822052,0.121307552,5.41898422,0.296020585,3.368725019,1.142462079,0.220769482,0.403006297,0.524664402,0.751223745,3.415567536,0.128515463,1.670208209,0.208779751,0.236798223,1.521311351,6.782691134,0,0.339840055
