Identifier,Fish ID,Feed,Position,Replicates,Fish_Type,Lipid_%,C4:0,C6:0,C8:0,C10:0,C11:0,C12:0,C14:0,C14:1,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1n9c,C18:1n9t,C18:2n6t,C18:2n6c,C18:3n6c,C18:3n3c,C20:0,C20:1n9,C20:2,C20:3n6,C20:4n6,C21:0,C20:3n3,C20:5n3,C22:0,C22:1n9,C22:2,C23:0,DPA,C22:6n3,C24:0,C24:1n9
S18_NQC2_R1,S18,C,NQC2,R1,Big,8.85,0,0,0,0,0,0.10122982,1.838262379,0.050583198,0.066616994,0.166089244,9.584135325,2.079890978,0.130607241,0.249281613,2.768288796,39.00416955,2.01895634,0.057242092,14.18922279,0.214754859,5.703996397,0.304546313,3.841324623,1.305712409,0.336246511,0.31208659,0.584163881,0.860497127,3.111763435,0.124057134,1.530863089,0.283858974,0.122968337,1.45202685,5.359715611,0,0.312402351
S18_NQC2_R2,S18,C,NQC2,R2,Big,11.24,0,0,0,0,0,0.050090133,2.277803784,0.057505312,0.074896446,0.195477273,10.39968899,2.581244513,0.174381769,0.301232759,0.998834178,33.23956239,1.779841271,0.134046288,17.53616446,0.132705905,6.891254747,0.356064887,4.632776692,1.523316808,0.373126018,0.292804962,0.67187647,0.996008522,3.09759221,0.143946855,1.862261624,0.299462488,0.106319806,1.56811803,4.668073125,0.027599738,0.345667382
S18_NQC2_R3,S18,C,NQC2,R3,Big,13.94,0.033852177,0,0,0,0,0.064002074,2.45474372,0.068789474,0.082388123,0.205415369,11.41357851,2.817654029,0.187410231,0.312929278,2.049168049,27.72491755,1.68361071,0.151652998,18.59561188,0.283737764,7.500793461,0.395027376,4.990721488,1.657081936,0.380982087,0.283456154,0.768741179,1.058780545,3.244861586,0.171239178,2.035568182,0.377861013,0.14415062,1.607163401,4.477523635,0.040543694,0.360536552
S18_F2_R1,S18,C,F2,R1,Big,14.79,0,0,0,0,0,0.042427831,2.538604835,0.061030298,0.079070261,0.209343238,11.96220427,2.865986865,0.274677542,0.321348384,2.738960507,25.37178868,1.516142396,0.152097169,18.78143964,0.288225923,7.56249897,0.402915691,5.069031472,1.695107591,0.397014827,0.301759027,0.774912691,1.104159732,3.529248141,0.168140022,2.055047171,0.353314962,0.111563286,1.693248676,4.725120467,0.048497765,0.378934078
S18_F2_R2,S18,C,F2,R2,Big,20.62,0.027407817,0,0,0,0,0.043303765,2.636557388,0.068312428,0.084704276,0.216141484,12.44135797,2.99564114,0.191906318,0.330043808,2.284270138,23.944597,1.597534282,0.156627432,19.35067255,0.300603232,7.785588685,0.420713125,5.312535825,1.776413644,0.403205717,0.291494587,0.81252365,1.134167113,3.550064401,0.176579976,2.14796965,0.374728868,0.109870221,1.62981464,4.493802975,0.054373046,0.384610271
S18_F2_R3,S18,C,F2,R3,Big,18.56,0,0,0,0,0,0.042623266,2.602328935,0.064128588,0.083597332,0.213459605,12.29988852,2.959616834,0.303432837,0.327311177,2.86979466,24.11935979,1.460316581,0.154377667,19.1297461,0.296375118,7.694519933,0.41631576,5.252107993,1.759124243,0.402376665,0.291378729,0.806513397,1.120881306,3.50847992,0.174369855,2.12227213,0.367917686,0.109158774,1.70056203,4.452211579,0.049258479,0.381558219
S18_H_R1,S18,C,H,R1,Big,7.17,0.050101639,0,0,0,0,0.09261394,2.049678601,0.064972367,0.075871668,0.17977303,10.71278786,2.308599592,0.191812927,0.106741726,5.522109589,31.59214801,1.878205346,0.135496291,15.3313792,0.304369182,6.092292149,0.320679579,4.074648912,1.374098137,0.350707841,0.354923528,0.608554211,0.895235676,3.364439396,0.12826289,1.623013321,0.174037787,0.121398901,1.510014829,5.606889301,0.035195309,0.311580814
S18_H_R2,S18,C,H,R2,Big,10,0.031900623,0,0,0,0,0.061361901,2.602955925,0.076072861,0.095884316,0.213101325,12.03395141,2.943659108,0.242969513,0.140335002,2.09921368,24.83817077,1.096196496,0.144342688,19.45414944,0.323155349,7.700033882,0.405222391,5.269502512,1.743777095,0.406349523,0.308734941,0.783805321,1.111185119,3.529082144,0.159999614,2.087768836,0.224362884,0.119798491,1.678741082,4.823630465,0,0.35179033
S18_H_R3,S18,C,H,R3,Big,6.82,0,0,0,0,0,0.059538156,2.460300964,0.068548688,0.091341624,0.201622623,11.34507812,2.763813744,0.226477139,0.132112315,6.951590543,24.74937945,1.538104782,0.134161412,17.87188257,0.328447464,7.195163824,0.343635681,4.59996031,1.568722057,0.384967224,0.301153799,0.715281551,1.044532227,3.491845241,0.131786542,1.767523614,0.202925268,0.11606692,1.572861068,4.562866448,0.028932363,0.293402316
S18_T_R1,S18,C,T,R1,Big,2.6,0,0,0,0,0,0.300867087,1.374476768,0,0,0.199131298,13.22982129,1.413365515,0,0.24862639,4.027149633,27.02404722,2.316069896,0,9.022038484,0.423948982,4.162723973,0.195967428,2.35020556,0.998697511,0.427157557,0.86614194,0.451644232,0.781801609,5.407114303,0,0.851407764,0,0.265268038,2.253829907,19.46285394,0,0.396554471
S18_T_R2,S18,C,T,R2,Big,4.39,0.091297754,0,0,0,0.092091545,0,1.784680155,0.069953003,0.071855871,0.168925594,9.533374511,2.007095391,0.171005285,0.189092838,2.781645385,39.23698925,2.009733539,0.098708073,13.71892829,0.2090109,5.606542457,0.270981868,3.510885423,1.218343997,0.346092978,0.383823374,0.555237466,0.830481969,3.193678801,0.103856586,1.344350565,0.162262215,0.150899425,1.452464919,6.160140161,0,0.261673214
S18_T_R3,S18,C,T,R3,Big,2.9,0.160488938,0,0,0.094587483,0.098962448,0,1.582691926,0,0,0.176002242,10.8547414,1.749439121,0.135864273,0.200563582,2.909861126,36.12872412,2.452976249,0.094523678,11.95385657,0.207212334,5.080540906,0.25514306,3.146583426,1.137081197,0.39976198,0.560838851,0.512006128,0.814993186,4.037424361,0.100946546,1.185048497,0.142947151,0.201680175,1.669693087,9.647981066,0,0.340410426
